Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return,MA_50,MA_200,Price_MA50_Ratio,Price_MA200_Ratio,Volatility_20d,Volume_MA_20,Volume_Ratio,Daily_Range,Daily_Range_Abs,Gap,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR_14,Year,Month,Day,DayOfWeek,Quarter,Cumulative_Return,Drawdown
2011-03-29,4433.39990234375,4481.4501953125,4422.35009765625,4469.2998046875,6425000,0.627038650672973,0.6250809427871756,,,,,1.1127514803989014,3233000.0,1.9873182802350757,1.3223569739999208,59.10009765625,-0.18125370351436715,54.573652643840134,-7.11782377122654,-23.03430184678989,15.91647807556335,4420.522485351563,4509.1788754479185,4331.866095255207,177.31278019271122,0.775091954922391,64.30709402901786,2011,3,29,1,1,0.9529830676824185,-4.7016932317581634
2011-03-30,4491.2998046875,4568.0,4490.75,4561.0,6990000,2.051779905575435,2.0310144620564974,,,,,0.9520880896574745,3582500.0,1.9511514305652478,1.6937075202806402,77.25,0.49224712955989025,65.14058279062407,3.8157518490743314,-17.664291107617046,21.480042956691378,4424.889990234375,4531.379126182225,4318.400854286524,212.97827189570125,1.13907932275965,68.585693359375,2011,3,30,2,1,0.9725361827686627,-2.7463817231337506
2011-03-31,4569.25,4591.85009765625,4503.64990234375,4535.85009765625,12172000,-0.5514120224457408,-0.5529379104098152,,,,,0.957256687546569,4191100.0,2.9042494810431627,1.9445130110907882,88.2001953125,0.18088138566103926,63.2468132322273,10.332199206800396,-12.064993044733558,22.397192251533955,4428.8625,4545.723506559564,4312.001493440436,233.72201311912795,0.9577557596242264,68.875,2011,3,31,3,1,0.9671735013342414,-3.282649866575882
2011-04-01,4541.5,4564.35009765625,4524.9501953125,4550.9501953125,5868000,0.3329055707562478,0.3323526669196736,,,,,0.9557968222354182,4484500.0,1.3085070799420224,0.8657511212566572,39.39990234375,0.12456104637737918,62.03858725625149,16.52449824076757,-6.347094787633333,22.871593028400902,4434.072509765625,4562.963250286713,4305.181769244537,257.7814810421769,0.9533983010507728,67.11429268973214,2011,4,1,4,2,0.9703932757990613,-2.9606724200938905
2011-04-04,4573.4501953125,4580.5498046875,4552.14990234375,4570.4501953125,5086000,0.4284819469148493,0.42756657688603694,,,,,0.9488325087510587,4738800.0,1.0732674938803073,0.621380851559814,28.39990234375,0.49440224644020725,72.86633819142114,22.74325676321132,-0.5290244774644028,23.272281240675724,4441.227514648437,4583.717188959798,4298.737840337077,284.97934862272086,0.9534457717325282,61.189243861607146,2011,4,4,0,2,0.974551235799936,-2.5448764200064367
2011-04-05,4583.5,4602.64990234375,4558.0,4590.7998046875,4311000,0.44524299588408756,0.4442547216525164,,,,,0.9487836335376866,4954350.0,0.8701444185412819,0.9725952828123673,44.64990234375,0.2855255856607739,70.29801613254851,28.97965171796659,5.372710761621796,23.606940956344793,4448.407495117188,4605.851462926646,4290.96352730773,314.88793561891544,0.952199952628984,58.678536551339285,2011,4,5,1,2,0.978890356918637,-2.1109643081363205
2011-04-06,4588.75,4606.60009765625,4567.39990234375,4577.10009765625,5392000,-0.2984165638689307,-0.2988627139083773,,,,,0.9424881367387205,5223950.0,1.032169144038515,0.8564417311426695,39.2001953125,-0.044650273911030026,71.86223787678384,32.44260957782626,10.786690524862689,21.655919052963572,4456.010009765625,4623.094044036758,4288.925975494492,334.16806854226525,0.8623628326274676,57.59995814732143,2011,4,6,2,2,0.9759691859514761,-2.403081404852414
2011-04-07,4581.7998046875,4600.0498046875,4575.7998046875,4583.60009765625,6075000,0.1420113141796575,0.14191057347706768,,,,,0.9217879389060621,5527700.0,1.0990104383378259,0.529060116138837,24.25,0.1026787033487979,80.51113130673139,35.30455537027683,15.690263493945519,19.61429187633131,4465.40751953125,4639.204574850356,4291.610464212144,347.59411063821244,0.8400304392614378,53.19639369419643,2011,4,7,3,2,0.9773551726184343,-2.2644827381565924
2011-04-08,4592.2001953125,4611.7001953125,4571.2001953125,4587.9501953125,5238000,0.09490569778272118,0.0948606907992399,,,,,0.9171661374325238,5789600.0,0.9047257150753074,0.8827471588810788,40.5,0.18762757380705009,80.48915186410625,37.491505814202355,20.05051195799689,17.440993856205466,4475.4625244140625,4653.3442737046225,4297.5807751235025,355.7634985811201,0.8161866558741085,53.824986049107146,2011,4,8,4,2,0.9782827383648234,-2.1717261635176954
2011-04-11,4608.25,4618.25,4575.35009765625,4588.2001953125,5284000,0.005449056536299679,0.005448908080606932,4471.811025390625,,2.602730063077918,,0.9098874052200063,5865550.0,0.9008532874155024,0.9350050241394952,42.89990234375,0.442459133672381,78.02582293005577,38.79761791911005,23.799933150219523,14.99768476889053,4483.880029296875,4666.549738208803,4301.210320384947,365.3394178238559,0.78554314406315,53.1142578125,2011,4,11,0,2,0.9783360455443217,-2.166395445567848
2011-04-13,4589.75,4626.5498046875,4555.25,4619.0,5041000,0.6712829296107614,0.6690398583935511,4470.395029296875,,3.32420221768408,,0.8025516224641208,5813850.0,0.8670674338003217,1.5436199326152846,71.2998046875,0.03377805286446189,75.08818176701251,41.835751504361724,27.407096821047965,14.42865468331376,4497.52001953125,4677.62510012023,4317.41493894227,360.2101611779599,0.8372475114846454,52.199951171875,2011,4,13,2,2,0.9849034484122897,-1.5096551587710616
2011-04-15,4621.14990234375,4623.0,4577.7001953125,4593.7998046875,2723000,-0.54557686322797,-0.547070569149616,4469.686025390625,,2.7767896579721896,,0.7772402472547122,5734350.0,0.47485765605517627,0.9861075060623279,45.2998046875,0.046544757387962765,69.41356780567872,41.72902290372622,30.271482037583617,11.457540866142601,4506.7625,4686.701936957413,4326.823063042587,359.8788739148258,0.7418516645356062,52.50352260044643,2011,4,15,4,2,0.9795300430726178,-2.0469956927382515
2011-04-18,4597.85009765625,4628.7998046875,4540.75,4563.9501953125,4328000,-0.6497803701532967,-0.6519006324901252,4468.361025390625,,2.139244554741815,,0.783572075847979,5732350.0,0.7550132144757385,1.9292455202060133,88.0498046875,0.08816868694663386,61.96143785275584,38.78869378894069,31.974924387855033,6.813769401085658,4515.685009765625,4687.835537287125,4343.534482244126,344.301055042999,0.6401830893049314,56.042794363839285,2011,4,18,0,2,0.9731652491329779,-2.6834750867022583
2011-04-19,4555.25,4567.25,4526.60009765625,4546.5,3166000,-0.3823485043816355,-0.3830813248240413,4466.47302734375,,1.7917263166334019,,0.7415718386608995,5644150.0,0.5609347731722225,0.8940922103541185,40.64990234375,-0.19062862082578633,66.02595235612235,34.650942363095055,32.51012798290304,2.140814380192012,4526.010009765625,4677.300805439992,4374.719214091258,302.5815913487331,0.5677172399782898,53.699951171875,2011,4,19,1,2,0.9694443663577561,-3.055563364224423
2011-04-20,4560.64990234375,4624.89990234375,4548.2001953125,4619.0,3515000,1.594633234356091,1.5820525264637781,4467.38802734375,,3.3937498092458496,,0.8003556373211215,5515700.0,0.6372717878057182,1.660526240122321,76.69970703125,0.3112262695205103,70.09941337976645,36.797707572325635,33.36764390078756,3.430063671538072,4539.72001953125,4670.122643470651,4409.317395591848,260.80524787880313,0.803981538383736,55.07850864955357,2011,4,20,2,2,0.9849034484122897,-1.5096551587710616
2011-04-21,4622.9501953125,4643.10009765625,4598.89990234375,4610.2998046875,3111000,-0.1883566857003638,-0.18853429997288518,4469.59001953125,,3.148158657536282,,0.7886740192428219,5343250.0,0.5822299162494736,0.9587271367376079,44.2001953125,0.08552057398787616,58.517606168486054,37.36626635722405,34.16736839207486,3.198897965149186,4550.747509765625,4663.913804790574,4437.581214740676,226.3325900498985,0.7631185146988579,51.18565150669643,2011,4,21,3,2,0.9830483169195118,-1.6951683080488666
2011-04-25,4613.2001953125,4632.7998046875,4603.89990234375,4619.5498046875,2944000,0.20063771103551176,0.20043670240123992,4473.429013671875,,3.266415775662135,,0.7160829195588715,5256150.0,0.5601057808471981,0.6255999732793226,28.89990234375,0.0629111066063652,65.30161909709761,38.123783737332815,34.95865146112645,3.1651322762063643,4558.610009765625,4667.678583264264,4449.541436266987,218.13714699727643,0.7793645913166523,46.949916294642854,2011,4,25,0,2,0.9850206825609522,-1.4979317439048123
2011-04-26,4622.60009765625,4654.2998046875,4567.2998046875,4640.9501953125,3491000,0.4632570603153807,0.4621873272660455,4478.783017578125,,3.6207866533812583,,0.7178243932536124,5234550.0,0.6669150165725802,1.8746161096034306,87.0,0.06603009162613291,66.08292759541385,39.9899748543703,35.96491613977523,4.025058714595076,4567.505029296875,4672.708097198889,4462.301961394862,210.40613580402714,0.849063803367558,50.349923270089285,2011,4,26,1,2,0.9895838604184826,-1.041613958151777
2011-04-27,4640.2001953125,4663.4501953125,4631.0498046875,4654.89990234375,3436000,0.3005786841957514,0.3001278496512227,4484.013017578125,,3.8110256169131995,,0.7168617151559816,5123300.0,0.6706614877129975,0.6960491375697756,32.400390625,-0.01616048370347785,65.39651000689025,42.109161334834425,37.19376517878707,4.915396156047358,4576.230029296875,4679.949848546256,4472.510210047493,207.4396384987631,0.8792422394109806,50.549979073660715,2011,4,27,2,2,0.992558338565142,-0.7441661434858471
2011-04-28,4649.60009765625,4674.0,4624.35009765625,4647.5498046875,7940000,-0.15790023008979137,-0.15802502388686546,4488.390009765625,,3.546033089272149,,0.6779329100219837,5126800.0,1.5487243504720294,1.0683027494115998,49.64990234375,-0.113854321224642,60.86124401913875,42.70328356393293,38.295668855816245,4.407614708116682,4586.535009765625,4673.467056503935,4499.602963027314,173.86409347662084,0.8509338455215878,50.90712193080357,2011,4,28,3,2,0.9909910866647722,-0.9008913335228241
